Lat	Long	Soil_Type	Soil_Class	SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-8.617	-64.333	LHal.el.ab. at.baixa med.	HLra	200	A13	25	35	3	41	11	48	3.6	0.67	13.4	1.4
-8.617	-64.333	LHal.el.ab. at.baixa med.	HLra	200	A12	15	25	2	45	12	43	3.7	0.91	15.16666667	1.4
-8.850	-64.300	LVAal. m. arg.	LVa	200	B1	20	50	2	9	59	32	3.8	0.79	11.28571429	1.4
-8.850	-64.300	LVAal. m. arg.	LVa	200	A	0	20	1	9	48	43	3.5	1.35	12.27272727	1.4
-8.850	-64.300	LVAal. m. arg.	LVa	200	B21	50	100	3	7	62	31	4.1	0.54	13.5	1.4
-8.850	-64.300	LVAal. m. arg.	LVa	200	B22	100	170	4	7	61	32	4.5	0.42	14	1.4
-11.333	-64.167	PVA epial. at. baixa arg.	PVa	200	B1	30	50	3	13	44	43	4	0.42	4.666666667	1.4
-11.333	-64.167	PVA epial. at. baixa arg.	PVa	200	B21	50	90	4	15	44	41	4.4	0.39	6.5	1.4
-11.333	-64.167	PVA epial. at. baixa arg.	PVa	200	A1	0	15	1	13	28	59	3.6	0.92	6.571428571	1.4
-11.333	-64.167	PVA epial. at. baixa arg.	PVa	200	A3	15	30	2	15	39	46	3.8	0.6	6.666666667	1.4
-11.333	-64.167	PVA epial. at. baixa arg.	PVa	200	B22	90	130	5	15	42	43	4.4	0.29	7.25	1.4
-11.333	-64.167	PVA epial. at. baixa arg.	PVa	200	B3	130	150	6	19	37	44	4.6	0.33	8.25	1.4
-9.817	-64.167	LVA al. mod. muito arg.	LVa	200	A3	10	30	2	8	64	28	3.7	0.67	11.16666667	1.4
-9.817	-64.167	LVA al. mod. muito arg.	LVa	200	B21	60	110	4	9	68	23	4.1	0.34	11.33333333	1.4
-9.817	-64.167	LVA al. mod. muito arg.	LVa	200	B1	30	60	3	8	68	24	4	0.57	11.4	1.4
-9.817	-64.167	LVA al. mod. muito arg.	LVa	200	A1	0	10	1	10	54	36	3.5	1.13	12.55555556	1.4
-9.817	-64.167	LVA al. mod. muito arg.	LVa	200	B22	110	170	5	7	71	22	4.3	0.29	14.5	1.4
-8.350	-64.167	PVAal. plint.at. baixa med.	PVa	200	B23pl	150	170	5	31	26	43	4	0.24	8	1.4
-8.350	-64.167	PVAal. plint.at. baixa med.	PVa	200	B22	80	150	4	29	23	48	4	0.28	9.333333333	1.4
-8.350	-64.167	PVAal. plint.at. baixa med.	PVa	200	B21	40	80	3	33	21	46	3.9	0.45	11.25	1.4
-8.350	-64.167	PVAal. plint.at. baixa med.	PVa	200	A	0	10	1	29	21	50	3.5	1.28	12.8	1.4
-8.350	-64.167	PVAal. plint.at. baixa med.	PVa	200	B1	10	40	2	30	24	46	3.6	0.79	13.16666667	1.4
-9.133	-64.150	PVAal. at. baixa arg.	PVa	200	B2	70	110	4	4.5	57.9	37.6	4	0.6	10	1.4
-9.133	-64.150	PVAal. at. baixa arg.	PVa	200	B1	35	70	3	4.2	51.7	44.1	3.9	0.72	10	1.4
-9.133	-64.150	PVAal. at. baixa arg.	PVa	200	A1	0	15	1	4.6	27.6	67.8	3.3	1.26	10	1.4
-9.133	-64.150	PVAal. at. baixa arg.	PVa	200	A3	15	35	2	5.6	43.4	51	3.6	1.35	10	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	B23	100	140	6	8	67	25	4.9	0.22	3.666666667	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	B3	140	160	7	9	62	29	5	0.2	4	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	B22	60	100	5	7	66	27	4.5	0.3	5	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	B21	40	60	4	7	65	28	4.3	0.44	5.5	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	B1	20	40	3	6	65	29	4	0.77	5.923076923	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	A3	10	20	2	5	61	34	3.2	1.41	7.421052632	1.4
-10.200	-64.100	PVA epial. at. baixa m. arg.	PVa	200	A1	0	10	1	8	50	42	3.5	2.43	9.72	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	C1	90	140	6	8	41	51	4.6	0.11	2.2	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	C2	140	170	7	10	44	46	5	0.11	2.75	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	B2	50	70	4	10	22	68	4.1	0.16	3.2	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	B3	70	90	5	8	37	55	4.2	0.17	3.4	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	B1	30	50	3	8	13	79	4	0.17	3.4	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	A3	15	30	2	5	9	86	3.9	0.25	4.166666667	1.4
-11.117	-64.083	PVAal. at. baixa fraco arg.	PVa	200	A1	0	15	1	5	6	89	3.9	0.29	4.833333333	1.4
-11.283	-64.017	PVAe. at. baixa med.	PE	200	B22	40	80	4	31.5	20.5	48.0	4.6	0.4	10.0	1.4
-11.283	-64.017	PVAe. at. baixa med.	PE	200	B21	20	40	3	34.1	16.0	49.9	4.7	0.5	10.0	1.4
-11.283	-64.017	PVAe. at. baixa med.	PE	200	A3	5	20	2	36.4	12.9	50.7	4.7	0.8	10.0	1.4
-11.283	-64.017	PVAe. at. baixa med.	PE	200	A1	0	5	1	10.1	19.4	70.5	4.8	1.7	10.0	1.4
-10.033	-64.000	PVAal. at. baixa arg.	PVa	200	B3	110	150	6	12.8	45.2	42.0	4.4	0.1	10.0	1.4
-10.033	-64.000	PVAal. at. baixa arg.	PVa	200	B23	70	110	5	12.4	46.6	41.0	4.1	0.2	10.0	1.4
-10.033	-64.000	PVAal. at. baixa arg.	PVa	200	B22	40	70	4	13.9	45.8	40.3	4.1	0.4	10.0	1.4
-10.033	-64.000	PVAal. at. baixa arg.	PVa	200	B21	20	40	3	12.6	43.4	44.0	3.9	0.8	10.0	1.4
-10.033	-64.000	PVAal. at. baixa arg.	PVa	200	B1	10	20	2	17.6	34.1	48.3	3.8	1.5	10.0	1.4
-10.033	-64.000	PVAal. at. baixa arg.	PVa	200	A1	0	10	1	10.9	34.2	54.9	3.5	2.2	10.0	1.4
-8.383	-63.967	PVAál. plíntico at.alta arg.	PVa	200	B22pl	100	140	5	48	36	16	3.8	0.19	4.75	1.4
-8.383	-63.967	PVAál. plíntico at.alta arg.	PVa	200	B1	20	50	3	58	21	21	3.9	0.24	6	1.4
-8.383	-63.967	PVAál. plíntico at.alta arg.	PVa	200	B21pl	50	100	4	54	25	21	4	0.24	8	1.4
-8.383	-63.967	PVAál. plíntico at.alta arg.	PVa	200	A3	8	20	2	56	19	25	3.8	1.25	15.625	1.4
-8.383	-63.967	PVAál. plíntico at.alta arg.	PVa	200	A1	0	8	1	55	18	27	3.7	2.15	26.875	1.4
-8.700	-63.900	PVAal.plint. at. baixa arg.	PVa	200	A1	0	10	1	65	30	5	3.9	1.22	2.975609756	1.4
-8.700	-63.900	PVAal.plint. at. baixa arg.	PVa	200	B23pl	105	140	6	32	52	16	4.4	0.18	4.5	1.4
-8.700	-63.900	PVAal.plint. at. baixa arg.	PVa	200	B21	40	65	4	48	39	13	4.1	0.29	7.25	1.4
-8.700	-63.900	PVAal.plint. at. baixa arg.	PVa	200	B22pl	65	105	5	39	49	12	4.2	0.24	8	1.4
-8.700	-63.900	PVAal.plint. at. baixa arg.	PVa	200	B1	30	40	3	55	34	11	4	0.32	8	1.4
-8.700	-63.900	PVAal.plint. at. baixa arg.	PVa	200	A3	10	30	2	62	30	8	4	0.59	9.833333333	1.4
-10.617	-63.867	LRal. arg. …	LRa	200	B22	80	110	4	20.7	73.6	5.7	3.8	0.4	10.0	1.4
-10.617	-63.867	LRal. arg. …	LRa	200	B21	50	80	3	26.3	68.5	5.2	3.8	0.5	10.0	1.4
-10.617	-63.867	LRal. arg. …	LRa	200	B1	25	50	2	29.0	63.9	7.1	3.8	0.6	10.0	1.4
-10.617	-63.867	LRal. arg. …	LRa	200	A	0	25	1	42.6	48.3	9.1	3.8	1.8	10.0	1.4
-10.150	-63.850	PVAe.al. baixa arg.	PE	200	B23	120	160	6	11.8	38.1	50.1	4.1	0.2	10.0	1.4
-10.150	-63.850	PVAe.al. baixa arg.	PE	200	B22	80	120	5	12.7	36.1	51.2	4.1	0.3	10.0	1.4
-10.150	-63.850	PVAe.al. baixa arg.	PE	200	B21	50	80	4	13.5	31.5	55.0	4.0	0.3	10.0	1.4
-10.150	-63.850	PVAe.al. baixa arg.	PE	200	B1	25	50	3	13.1	25.8	61.1	3.7	0.6	10.0	1.4
-10.150	-63.850	PVAe.al. baixa arg.	PE	200	A1	0	10	1	29.9	13.9	56.2	3.6	0.8	10.0	1.4
-10.150	-63.850	PVAe.al. baixa arg.	PE	200	A3	10	25	2	13.6	21.1	65.3	3.6	1.0	10.0	1.4
-9.033	-63.850	PVAal. plint. at. baixa arg.	PVa	200	B1	40	80	3	13	51	36	4.3	0.45	9	1.4
-9.033	-63.850	PVAal. plint. at. baixa arg.	PVa	200	A1	0	8	1	8	21	71	3.7	1	9.090909091	1.4
-9.033	-63.850	PVAal. plint. at. baixa arg.	PVa	200	A3	8	40	2	10	30	60	3.6	0.6	10	1.4
-9.033	-63.850	PVAal. plint. at. baixa arg.	PVa	200	B2pl	80	150	4	16	52	32	4.8	0.12	12	1.4
-9.033	-63.850	PVAal. plint. at. baixa arg.	PVa	200	B3pl	150	170	5	17	40	43	4.7	0.17	17	1.4
-9.817	-63.817	LRal. m. arg. 	LRa	200	0	0	10	1	19	61	20	3.7	2.04	7.555555556	1.4
-9.817	-63.817	LRal. m. arg. 	LRa	200	0	10	20	2	18	63	19	3.7	2.04	8.16	1.4
-9.817	-63.817	LRal. m. arg. 	LRa	200	0	20	80	3	16	63	21	4	1.75	12.5	1.4
-9.600	-63.817	PVAal. plint.at.baixa arg.	PVa	200	A1	0	20	1	18	34	48	3.5	1.06	8.833333333	1.4
-9.600	-63.817	PVAal. plint.at.baixa arg.	PVa	200	A3	20	40	2	19	42	39	3.6	0.64	9.142857143	1.4
-9.600	-63.817	PVAal. plint.at.baixa arg.	PVa	200	B1	40	120	3	15	46	39	4	0.42	10.5	1.4
-9.600	-63.817	PVAal. plint.at.baixa arg.	PVa	200	B2pl	120	170	4	25	53	22	4.4	0.22	11	1.4
-10.683	-63.800	TREd. m. m.arg.	TRd	200	B21	60	90	4	12	64	24	4.7	0.37	3.083333333	1.4
-10.683	-63.800	TREd. m. m.arg.	TRd	200	B22	90	130	5	12	63	25	4.7	0.31	3.1	1.4
-10.683	-63.800	TREd. m. m.arg.	TRd	200	B23	130	160	6	11	64	25	4.8	0.28	3.5	1.4
-10.683	-63.800	TREd. m. m.arg.	TRd	200	B1	40	60	3	13	65	22	4.5	0.73	4.294117647	1.4
-10.683	-63.800	TREd. m. m.arg.	TRd	200	A3	20	40	2	12	63	25	4.6	1.23	5.125	1.4
-10.683	-63.800	TREd. m. m.arg.	TRd	200	A1	0	20	1	18	52	30	4.8	2.01	5.432432432	1.4
-9.367	-63.800	Ctal. casc. at. baixa arg.	Cta	200	C	110	160	4	36	48	16	3.9	0.22	3.666666667	1.4
-9.367	-63.800	Ctal. casc. at. baixa arg.	Cta	200	(B)	40	110	3	32	53	15	3.6	0.45	5.625	1.4
-9.367	-63.800	Ctal. casc. at. baixa arg.	Cta	200	A3	15	40	2	34	53	13	3.5	1.19	8.5	1.4
-9.367	-63.800	Ctal. casc. at. baixa arg.	Cta	200	A1	0	15	1	38	48	14	3.5	2.57	9.518518519	1.4
-9.350	-63.783	Ctal. at. baixa m. arg.	Cta	200	C2	90	150	4	44	46	10	4	0.35	5.833333333	1.4
-9.350	-63.783	Ctal. at. baixa m. arg.	Cta	200	C1	50	90	3	26	69	5	3.9	0.89	7.416666667	1.4
-9.350	-63.783	Ctal. at. baixa m. arg.	Cta	200	(B)	15	50	2	25	72	3	3.5	1.28	8.533333333	1.4
-9.350	-63.783	Ctal. at. baixa m. arg.	Cta	200	A	0	15	1	26	71	3	3.5	1.67	9.277777778	1.4
-11.250	-63.733	PVAe. at. baixa arg.	PE	200	B3	110	150	4	18.0	17.0	65.0	4.1	0.2	10.0	1.4
-11.250	-63.733	PVAe. at. baixa arg.	PE	200	B2	65	110	3	16.0	42.0	42.0	4.5	0.7	10.0	1.4
-11.250	-63.733	PVAe. at. baixa arg.	PE	200	B1	25	65	2	23.1	20.8	56.1	4.8	1.2	10.0	1.4
-11.250	-63.733	PVAe. at. baixa arg.	PE	200	A1	0	25	1	22.1	21.8	56.1	5.0	2.4	10.0	1.4
-11.217	-63.667	Clal. at. baixa med.	Cta	200	B22cn	90	160	5	20.3	19.7	60.0	4.2	0.3	10.0	1.4
-11.217	-63.667	Clal. at. baixa med.	Cta	200	B21cn	40	90	4	21.5	18.0	60.5	4.1	0.3	10.0	1.4
-11.217	-63.667	Clal. at. baixa med.	Cta	200	B1cn	25	40	3	23.2	18.7	58.1	4.1	0.3	10.0	1.4
-11.217	-63.667	Clal. at. baixa med.	Cta	200	A3cn	10	25	2	23.7	15.8	60.5	4.0	0.7	10.0	1.4
-11.217	-63.667	Clal. at. baixa med.	Cta	200	A1cn	0	10	1	21.6	11.3	67.1	4.0	1.6	10.0	1.4
-9.483	-63.650	GPHal. at. baixa m. arg.	HGPa	200	B22	110	170	5	7	73	20	4.3	0.12	4	1.4
-9.483	-63.650	GPHal. at. baixa m. arg.	HGPa	200	B21	70	110	4	8	56	36	4	0.21	7	1.4
-9.483	-63.650	GPHal. at. baixa m. arg.	HGPa	200	B1	40	70	3	9	37	54	3.8	0.22	7.333333333	1.4
-9.483	-63.650	GPHal. at. baixa m. arg.	HGPa	200	A3	20	40	2	8	32	60	3.6	0.56	9.333333333	1.4
-9.483	-63.650	GPHal. at. baixa m. arg.	HGPa	200	A1	0	20	1	9	28	63	3.6	0.98	9.8	1.4
-10.583	-63.583	PVAál. at.baixa arg.	PVa	200	B3	80	120	6	21	18	61	4.2	0.29	7.25	1.4
-10.583	-63.583	PVAál. at.baixa arg.	PVa	200	B22	60	80	5	27	29	44	4	0.35	8.75	1.4
-10.583	-63.583	PVAál. at.baixa arg.	PVa	200	B21	40	60	4	21	37	42	4	0.52	10.4	1.4
-10.583	-63.583	PVAál. at.baixa arg.	PVa	200	A1	0	8	1	21	6	73	4	1.1	11	1.4
-10.583	-63.583	PVAál. at.baixa arg.	PVa	200	B1	20	40	3	28	21	51	3.9	0.86	17.2	1.4
-10.583	-63.583	PVAál. at.baixa arg.	PVa	200	A3	8	20	2	21	14	65	4.1	1.1	18.33333333	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	B3	130	160	7	8.7	54.6	36.7	4.9	0.1	10.0	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	B22	70	100	5	8.6	58.2	33.2	5.3	0.2	10.0	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	B23	100	130	6	8.1	56.5	35.4	5.0	0.2	10.0	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	B21	40	70	4	8.4	53.6	38.0	5.1	0.4	10.0	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	B1	20	40	3	15.1	40.0	44.9	4.4	0.8	10.0	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	A2	10	20	2	18.1	25.9	56.0	4.1	1.5	10.0	1.4
-10.083	-63.583	PVAe. at. baixa arg.	PE	200	A1	0	10	1	8.3	29.2	62.5	4.2	2.1	10.0	1.4
-10.800	-63.533	LRál. proem. arg.	LRa	200	B22	100	130	5	33	57	10	4.3	1.42	4.4375	1.4
-10.800	-63.533	LRál. proem. arg.	LRa	200	A3	10	30	2	33	56	11	4.2	3.85	9.166666667	1.4
-10.800	-63.533	LRál. proem. arg.	LRa	200	B1	30	55	3	31	59	10	4.3	3.57	9.648648649	1.4
-10.800	-63.533	LRál. proem. arg.	LRa	200	B21	55	100	4	31	59	10	4.3	3.81	10.02631579	1.4
-10.800	-63.533	LRál. proem. arg.	LRa	200	A1	0	10	1	33	53	14	4	5.91	10.55357143	1.4
-9.400	-63.383	PVAal.casc. at.baixa m. arg.	PVa	200	A3	15	30	2	12	67	21	4	0.78	9.75	1.4
-9.400	-63.383	PVAal.casc. at.baixa m. arg.	PVa	200	A1	0	15	1	12	58	30	3.5	1.2	10.90909091	1.4
-9.400	-63.383	PVAal.casc. at.baixa m. arg.	PVa	200	B21	30	120	3	12	71	17	4.5	0.49	12.25	1.4
-9.400	-63.383	PVAal.casc. at.baixa m. arg.	PVa	200	B22	120	170	4	11	71	18	5	0.34	17	1.4
-9.417	-63.367	LVAal. m. arg.	LVa	200	B22	120	170	5	10	71	19	5	0.24	8	1.4
-9.417	-63.367	LVAal. m. arg.	LVa	200	B21	70	120	4	10	70	20	4.7	0.26	8.666666667	1.4
-9.417	-63.367	LVAal. m. arg.	LVa	200	B1	40	70	3	10	71	19	4.5	0.53	8.833333333	1.4
-9.417	-63.367	LVAal. m. arg.	LVa	200	A3	20	40	2	11	68	21	4.1	0.95	9.5	1.4
-9.417	-63.367	LVAal. m. arg.	LVa	200	A1	0	20	1	13	61	26	3.6	1.49	9.933333333	1.4
-10.050	-63.333	PVAendoál. at.baixa med.	PVa	200	B3	65	130	6	25	17	58	3.9	0.02	10	1.4
-10.050	-63.333	PVAendoál. at.baixa med.	PVa	200	B22	50	65	5	34	25	41	3.2	0.03	10	1.4
-10.050	-63.333	PVAendoál. at.baixa med.	PVa	200	B21	40	50	4	26	33	41	3.8	0.46	9.2	1.4
-10.050	-63.333	PVAendoál. at.baixa med.	PVa	200	A1	0	12	2	8	4	88	4	1.01	10.1	1.4
-10.050	-63.333	PVAendoál. at.baixa med.	PVa	200	A3	12	40	3	18	14	68	3.9	0.57	14.25	1.4
-10.050	-63.333	PVAendoál. at.baixa med.	PVa	200	O2	3	0	1	7	3	90	4.1	3.77	17.95238095	1.4
-9.667	-63.333	PVAal. casc. alt.baixa arg.	PVa	200	A3	20	40	2	5	25	70	3.8	0.43	6.142857143	1.4
-9.667	-63.333	PVAal. casc. alt.baixa arg.	PVa	200	B3	110	170	6	16	46	38	4.5	0.26	6.5	1.4
-9.667	-63.333	PVAal. casc. alt.baixa arg.	PVa	200	B1	40	60	3	7	37	56	3.7	0.49	8.166666667	1.4
-9.667	-63.333	PVAal. casc. alt.baixa arg.	PVa	200	B21	60	80	4	7	43	50	4.3	0.36	9	1.4
-9.667	-63.333	PVAal. casc. alt.baixa arg.	PVa	200	A1	0	20	1	2	11	87	4	1	12.5	1.4
-9.667	-63.333	PVAal. casc. alt.baixa arg.	PVa	200	B22	80	110	5	12	53	35	4.5	0.31	15.5	1.4
-8.250	-63.317	SAal.	Aa	200	C2 	50	170	3	30	36	34	4	0.3	6	1.4
-8.250	-63.317	SAal.	Aa	200	C1	10	50	2	32	25	43	3.5	0.52	8.666666667	1.4
-8.250	-63.317	SAal.	Aa	200	A	0	10	1	32	18	50	3.7	0.82	10.25	1.4
-9.917	-63.283	PVAal. casc. at. baixa arg.	PVa	200	B3	140	170	6	24	41	35	4.4	0.19	6.333333333	1.4
-9.917	-63.283	PVAal. casc. at. baixa arg.	PVa	200	B22	80	140	5	15	48	37	4.5	0.23	7.666666667	1.4
-9.917	-63.283	PVAal. casc. at. baixa arg.	PVa	200	A1	0	15	1	6	14	80	3.9	0.86	8.6	1.4
-9.917	-63.283	PVAal. casc. at. baixa arg.	PVa	200	A3	15	30	2	9	30	61	3.8	0.7	8.75	1.4
-9.917	-63.283	PVAal. casc. at. baixa arg.	PVa	200	B1	30	50	3	10	40	50	4	0.55	9.166666667	1.4
-9.917	-63.283	PVAal. casc. at. baixa arg.	PVa	200	B21	50	80	4	11	52	37	4.5	0.28	9.333333333	1.4
-9.133	-63.233	LAal. m.arg.	LAa	200	B1	25	50	3	8	64	28	4	0.68	6.8	1.4
-9.133	-63.233	LAal. m.arg.	LAa	200	B21	50	80	4	8	63	29	3.9	0.48	6.857142857	1.4
-9.133	-63.233	LAal. m.arg.	LAa	200	B22	80	150	5	8	62	30	3.8	0.48	8	1.4
-9.133	-63.233	LAal. m.arg.	LAa	200	A3	10	25	2	12	52	36	4.1	1.33	10.23076923	1.4
-9.133	-63.233	LAal. m.arg.	LAa	200	A1	0	10	1	17	45	38	3.9	2.29	10.40909091	1.4
-9.133	-63.200	LA al. mod. muito arg.	LAa	200	B1	36	58	3	9	76	15	3.8	0.57	9.5	1.4
-9.133	-63.200	LA al. mod. muito arg.	LAa	200	A3	8	36	2	10	73	17	3.7	0.81	10.125	1.4
-9.133	-63.200	LA al. mod. muito arg.	LAa	200	B22	113	200	5	9	76	15	4	0.31	10.33333333	1.4
-9.133	-63.200	LA al. mod. muito arg.	LAa	200	A1	0	8	1	16	63	21	3.4	1.83	10.76470588	1.4
-9.133	-63.200	LA al. mod. muito arg.	LAa	200	B21	58	113	4	10	76	14	3.8	0.54	13.5	1.4
-9.133	-63.200	LA al. mod. muito arg.	LAa	200	B3	200	250	6	15	79	6	4	0.83	41.5	1.4
-10.550	-63.183	PVAe. at. baixa arg.	PE	200	A1	0	15	1	21	20	59	4.4	1.11	7.4	1.4
-10.550	-63.183	PVAe. at. baixa arg.	PE	200	B1	30	50	3	14	30	56	4.7	0.38	7.6	1.4
-10.550	-63.183	PVAe. at. baixa arg.	PE	200	B22	70	110	5	17	37	46	5.1	0.23	7.666666667	1.4
-10.550	-63.183	PVAe. at. baixa arg.	PE	200	A3	15	30	2	23	27	50	4.6	0.77	7.7	1.4
-10.550	-63.183	PVAe. at. baixa arg.	PE	200	B21	50	70	4	14	37	49	4.8	0.33	16.5	1.4
-10.533	-63.183	TREal. rasa arg.	TRa	200	B2	25	50	3	24	32	44	4	0.45	9	1.4
-10.533	-63.183	TREal. rasa arg.	TRa	200	B1	10	25	2	23	30	47	4.1	0.56	11.2	1.4
-10.533	-63.183	TREal. rasa arg.	TRa	200	A	0	10	1	20	26	54	4	0.72	12	1.4
-10.433	-63.183	PVAal. at. baixa arg.	PVa	200	A3	20	50	2	11	21	68	4	0.3	6	1.4
-10.433	-63.183	PVAal. at. baixa arg.	PVa	200	B2	70	100	4	10	43	47	4.7	0.24	8	1.4
-10.433	-63.183	PVAal. at. baixa arg.	PVa	200	B1	50	70	3	9	35	56	4.1	0.27	9	1.4
-10.433	-63.183	PVAal. at. baixa arg.	PVa	200	B3	100	130	5	10	33	57	4.5	0.24	12	1.4
-10.433	-63.183	PVAal. at. baixa arg.	PVa	200	A1	0	20	1	6	10	84	4.1	0.36	12	1.4
-9.733	-63.117	PVAál. at.alta arg.	PVa	200	C	90	140	6	29	13	58	4.1	0.26	8.666666667	1.4
-9.733	-63.117	PVAál. at.alta arg.	PVa	200	B3	65	90	5	31	25	44	4	0.32	10.66666667	1.4
-9.733	-63.117	PVAál. at.alta arg.	PVa	200	B2	30	65	4	28	34	38	4.1	0.47	11.75	1.4
-9.733	-63.117	PVAál. at.alta arg.	PVa	200	A1	0	8	1	23	13	64	4.6	1.68	14	1.4
-9.733	-63.117	PVAál. at.alta arg.	PVa	200	B1	16	30	3	28	38	34	4	0.71	14.2	1.4
-9.733	-63.117	PVAál. at.alta arg.	PVa	200	A3	8	16	2	21	29	50	3.9	1.37	15.22222222	1.4
-9.567	-63.067	PVAd. at.baixa arg.	PVd	200	B23	110	140	6	18	42	40	3.9	0.29	9.666666667	1.4
-9.567	-63.067	PVAd. at.baixa arg.	PVd	200	B1	20	40	3	23	40	37	3.5	0.61	10.16666667	1.4
-9.567	-63.067	PVAd. at.baixa arg.	PVd	200	B22	60	110	5	35	26	39	4	0.33	11	1.4
-9.567	-63.067	PVAd. at.baixa arg.	PVd	200	B21	40	60	4	25	35	40	3.7	0.47	11.75	1.4
-9.567	-63.067	PVAd. at.baixa arg.	PVd	200	A3	8	20	2	26	22	52	3.6	1.08	12	1.4
-9.567	-63.067	PVAd. at.baixa arg.	PVd	200	A1	0	8	1	20	16	64	3.8	1.11	12.33333333	1.4
-9.183	-63.067	LVAal. arg.	LVa	200	A3	15	35	2	15	28	57	3.9	0.51	10.2	1.4
-9.183	-63.067	LVAal. arg.	LVa	200	B1	35	60	3	11	39	50	4	0.34	11.33333333	1.4
-9.183	-63.067	LVAal. arg.	LVa	200	A1	0	15	1	14	24	62	3.5	0.71	11.83333333	1.4
-9.183	-63.067	LVAal. arg.	LVa	200	B21	60	120	4	8	41	51	4	0.33	16.5	1.4
-9.183	-63.067	LVAal. arg.	LVa	200	B22	120	170	5	12	43	45	4.1	0.41	41	1.4
-10.267	-62.983	0	AQd	200	A	0	20	1	3.8	2.1	94.1	4.2	0.4	13	1.4
-10.267	-62.983	0	AQd	200	C	20	40	2	4.6	3.5	91.9	4.6	0.3	15	1.4
-9.767	-62.983	Ctd. casc. at. baixa arg.	Ctd	200	(B)	20	35	2	28	54	18	4.2	0.97	5.105263158	1.4
-9.767	-62.983	Ctd. casc. at. baixa arg.	Ctd	200	C1	35	60	3	29	53	18	4.7	0.58	9.666666667	1.4
-9.767	-62.983	Ctd. casc. at. baixa arg.	Ctd	200	A	0	20	1	30	46	24	3.7	1.77	10.41176471	1.4
-9.767	-62.983	Ctd. casc. at. baixa arg.	Ctd	200	C2	60	90	4	31	48	21	4.8	0.33	11	1.4
-10.700	-62.967	Lial. at. baixa arg.	Ra	200	C	30	50	2	17.5	43.0	39.5	4.0	0.9	10.0	1.4
-10.700	-62.967	Lial. at. baixa arg.	Ra	200	A	0	30	1	27.6	25.8	46.6	3.8	2.2	10.0	1.4
-10.600	-62.967	Lid.at. baixa arg.	Rd	200	A3	15	35	2	23	43	34	4	0.94	8.545454545	1.4
-10.600	-62.967	Lid.at. baixa arg.	Rd	200	A1	0	15	1	23	36	41	4.1	1.47	9.1875	1.4
-9.183	-62.967	LAal. m. arg. 	LAa	200	A3	15	38	2	11	75	14	3.7	0.65	11.46153846	1.4
-9.183	-62.967	LAal. m. arg. 	LAa	200	A1	0	15	1	18	66	16	3.3	1.49	11.46153846	1.4
-9.183	-62.967	LAal. m. arg. 	LAa	200	B21	95	130	4	13	75	12	3.9	0.46	11.5	1.4
-9.183	-62.967	LAal. m. arg. 	LAa	200	B23	180	195	6	12	77	11	4	0.25	12.5	1.4
-9.183	-62.967	LAal. m. arg. 	LAa	200	B1	38	95	3	10	78	12	3.8	0.51	12.75	1.4
-9.183	-62.967	LAal. m. arg. 	LAa	200	B22	130	180	5	17	71	12	4	0.43	21.5	1.4
-10.117	-62.933	PVAd at. alta arg.	PVd	200	C	80	150	5	16	10	74	3.7	0.1	3.333333333	1.4
-10.117	-62.933	PVAd at. alta arg.	PVd	200	B2	40	80	4	23	40	37	3.8	0.43	8.6	1.4
-10.117	-62.933	PVAd at. alta arg.	PVd	200	Ap	0	17	1	29	21	50	3.2	2.36	14.75	1.4
-10.117	-62.933	PVAd at. alta arg.	PVd	200	B1	26	40	3	25	28	47	4	0.77	15.4	1.4
-10.117	-62.933	PVAd at. alta arg.	PVd	200	A3	17	26	2	27	24	49	4	1.2	17.14285714	1.4
-9.117	-62.900	LVAal. arg.	LVa	200	B22	100	150	4	6	56	38	4.1	0.12	6	1.4
-9.117	-62.900	LVAal. arg.	LVa	200	A1	0	10	1	6	33	61	3.4	1.47	11.30769231	1.4
-9.117	-62.900	LVAal. arg.	LVa	200	B1	10	50	2	8	51	41	3.9	0.83	13.83333333	1.4
